,clean,corrupted,corrupted_hard,correct_idx,incorrect_idx
412,"Then, Laura and Ryan were thinking about going to the house. Laura wanted to give a bone to","Then, Laura and Ryan were thinking about going to the house. Shannon wanted to give a bone to","Then, Laura and Ryan were thinking about going to the house. Ryan wanted to give a bone to",6047,16753
960,"Then, Lauren and Courtney were working at the garden. Lauren decided to give a snack to","Then, Lauren and Courtney were working at the garden. Stephanie decided to give a snack to","Then, Lauren and Courtney were working at the garden. Courtney decided to give a snack to",36677,25672
367,"When Cody and John got a drink at the school, Cody decided to give it to","When Cody and John got a drink at the school, Amanda decided to give it to","When Cody and John got a drink at the school, John decided to give it to",1757,27035
766,"Then, Alexander and Danielle had a lot of fun at the restaurant. Alexander gave a drink to","Then, Alexander and Danielle had a lot of fun at the restaurant. Andrew gave a drink to","Then, Alexander and Danielle had a lot of fun at the restaurant. Danielle gave a drink to",39808,10009
776,"When Angela and Scott got a snack at the school, Angela decided to give it to","When Angela and Scott got a snack at the school, Christina decided to give it to","When Angela and Scott got a snack at the school, Scott decided to give it to",4746,17799
813,"Then, Brandon and Jose had a lot of fun at the station. Jose gave a snack to","Then, Brandon and Jose had a lot of fun at the station. Robert gave a snack to","Then, Brandon and Jose had a lot of fun at the station. Brandon gave a snack to",14328,5264
322,"After Justin and Brandon went to the house, Brandon gave a ring to","After Justin and Brandon went to the house, Robert gave a ring to","After Justin and Brandon went to the house, Justin gave a ring to",10799,14328
486,"Then, Erin and Steven went to the restaurant. Erin gave a kiss to","Then, Erin and Steven went to the restaurant. Christopher gave a kiss to","Then, Erin and Steven went to the restaurant. Steven gave a kiss to",8239,28894
119,"Then, Michelle and Erin had a long argument, and afterwards Michelle said to","Then, Michelle and Erin had a long argument, and afterwards Brandon said to","Then, Michelle and Erin had a long argument, and afterwards Erin said to",28894,16738
425,"Then, Alexander and James had a long argument, and afterwards Alexander said to","Then, Alexander and James had a long argument, and afterwards Tyler said to","Then, Alexander and James had a long argument, and afterwards James said to",3700,10009
43,"Then, Tiffany and Emily went to the school. Emily gave a computer to","Then, Tiffany and Emily went to the school. Crystal gave a computer to","Then, Tiffany and Emily went to the school. Tiffany gave a computer to",40928,17608
966,"Then, Allison and Amanda were working at the store. Allison decided to give a ring to","Then, Allison and Amanda were working at the store. Daniel decided to give a ring to","Then, Allison and Amanda were working at the store. Amanda decided to give a ring to",23040,33461
501,"Then, Kimberly and Brian had a long argument, and afterwards Kimberly said to","Then, Kimberly and Brian had a long argument, and afterwards Jose said to","Then, Kimberly and Brian had a long argument, and afterwards Brian said to",8403,48685
19,"Then, Kevin and Jason had a long argument, and afterwards Jason said to","Then, Kevin and Jason had a long argument, and afterwards Tiffany said to","Then, Kevin and Jason had a long argument, and afterwards Kevin said to",7939,8982
830,"Then, Jesse and Jose went to the hospital. Jose gave a basketball to","Then, Jesse and Jose went to the hospital. Megan gave a basketball to","Then, Jesse and Jose went to the hospital. Jesse gave a basketball to",18033,5264
291,"Then, Amanda and Bradley went to the school. Bradley gave a drink to","Then, Amanda and Bradley went to the school. Justin gave a drink to","Then, Amanda and Bradley went to the school. Amanda gave a drink to",23040,16182
931,"Then, Robert and Stephanie had a long argument, and afterwards Robert said to","Then, Robert and Stephanie had a long argument, and afterwards Kelly said to","Then, Robert and Stephanie had a long argument, and afterwards Stephanie said to",26085,5199
544,"Then, Samantha and Anthony had a long argument, and afterwards Anthony said to","Then, Samantha and Anthony had a long argument, and afterwards Nicole said to","Then, Samantha and Anthony had a long argument, and afterwards Samantha said to",34778,9953
39,"When Lindsay and David got a ring at the house, David decided to give it to","When Lindsay and David got a ring at the house, John decided to give it to","When Lindsay and David got a ring at the house, Lindsay decided to give it to",33127,3271
932,"Then, Tyler and Lauren had a long argument, and afterwards Tyler said to","Then, Tyler and Lauren had a long argument, and afterwards Kimberly said to","Then, Tyler and Lauren had a long argument, and afterwards Lauren said to",25672,14886
21,"When Kenneth and Amy got a drink at the garden, Kenneth decided to give it to","When Kenneth and Amy got a drink at the garden, Robert decided to give it to","When Kenneth and Amy got a drink at the garden, Amy decided to give it to",14235,23632
278,"Then, Travis and Nathan were thinking about going to the school. Nathan wanted to give a necklace to","Then, Travis and Nathan were thinking about going to the school. Michelle wanted to give a necklace to","Then, Travis and Nathan were thinking about going to the school. Travis wanted to give a necklace to",19804,18106
51,"Then, Lisa and Adam had a lot of fun at the station. Adam gave a ring to","Then, Lisa and Adam had a lot of fun at the station. Steven gave a ring to","Then, Lisa and Adam had a lot of fun at the station. Lisa gave a ring to",15378,7244
738,"Then, Amanda and Samuel went to the store. Samuel gave a ring to","Then, Amanda and Samuel went to the store. Ryan gave a ring to","Then, Amanda and Samuel went to the store. Amanda gave a ring to",23040,17100
328,"Then, Jesse and Samantha were thinking about going to the hospital. Jesse wanted to give a ring to","Then, Jesse and Samantha were thinking about going to the hospital. Lauren wanted to give a ring to","Then, Jesse and Samantha were thinking about going to the hospital. Samantha wanted to give a ring to",34778,18033
951,"Then, Erin and Melissa were working at the station. Melissa decided to give a kiss to","Then, Erin and Melissa were working at the station. Angela decided to give a kiss to","Then, Erin and Melissa were working at the station. Erin decided to give a kiss to",28894,24164
550,"Then, Emily and Nicholas were working at the house. Emily decided to give a bone to","Then, Emily and Nicholas were working at the house. William decided to give a bone to","Then, Emily and Nicholas were working at the house. Nicholas decided to give a bone to",20320,17608
856,"Then, Kelly and Gregory went to the house. Kelly gave a bone to","Then, Kelly and Gregory went to the house. Justin gave a bone to","Then, Kelly and Gregory went to the house. Gregory gave a bone to",20653,9077
832,"After Brandon and Mark went to the office, Brandon gave a snack to","After Brandon and Mark went to the office, Joshua gave a snack to","After Brandon and Mark went to the office, Mark gave a snack to",2940,14328
497,"Then, Nathan and Katie had a long argument, and afterwards Nathan said to","Then, Nathan and Katie had a long argument, and afterwards Brandon said to","Then, Nathan and Katie had a long argument, and afterwards Katie said to",24721,18106
664,"When Kevin and Kelly got a ring at the hospital, Kevin decided to give it to","When Kevin and Kelly got a ring at the hospital, Lauren decided to give it to","When Kevin and Kelly got a ring at the hospital, Kelly decided to give it to",9077,7939
400,"Then, Benjamin and Bradley were working at the store. Benjamin decided to give a ring to","Then, Benjamin and Bradley were working at the store. Kevin decided to give a ring to","Then, Benjamin and Bradley were working at the store. Bradley decided to give a ring to",16182,14533
729,"Then, Stephen and Anthony were thinking about going to the garden. Stephen wanted to give a drink to","Then, Stephen and Anthony were thinking about going to the garden. Jamie wanted to give a drink to","Then, Stephen and Anthony were thinking about going to the garden. Anthony wanted to give a drink to",9953,7970
519,"Then, Stephen and Steven went to the restaurant. Steven gave a drink to","Then, Stephen and Steven went to the restaurant. Adam gave a drink to","Then, Stephen and Steven went to the restaurant. Stephen gave a drink to",7970,8239
777,"Then, Allison and Laura went to the station. Allison gave a bone to","Then, Allison and Laura went to the station. Tyler gave a bone to","Then, Allison and Laura went to the station. Laura gave a bone to",16753,33461
689,"When Kevin and Tiffany got a drink at the house, Tiffany decided to give it to","When Kevin and Tiffany got a drink at the house, Crystal decided to give it to","When Kevin and Tiffany got a drink at the house, Kevin decided to give it to",7939,40928
120,"Then, Elizabeth and Katherine were thinking about going to the office. Katherine wanted to give a bone to","Then, Elizabeth and Katherine were thinking about going to the office. Erin wanted to give a bone to","Then, Elizabeth and Katherine were thinking about going to the office. Elizabeth wanted to give a bone to",10674,32719
829,"After Brittany and Michelle went to the store, Brittany gave a necklace to","After Brittany and Michelle went to the store, Tiffany gave a necklace to","After Brittany and Michelle went to the store, Michelle gave a necklace to",16738,48773
905,"Then, Jeffrey and Lindsey had a lot of fun at the hospital. Jeffrey gave a necklace to","Then, Jeffrey and Lindsey had a lot of fun at the hospital. Justin gave a necklace to","Then, Jeffrey and Lindsey had a lot of fun at the hospital. Lindsey gave a necklace to",30334,19627
86,"Then, Nicholas and William were working at the hospital. William decided to give a bone to","Then, Nicholas and William were working at the hospital. Jennifer decided to give a bone to","Then, Nicholas and William were working at the hospital. Nicholas decided to give a bone to",20320,3977
713,"Then, Lindsey and Michelle were thinking about going to the station. Michelle wanted to give a snack to","Then, Lindsey and Michelle were thinking about going to the station. Courtney wanted to give a snack to","Then, Lindsey and Michelle were thinking about going to the station. Lindsey wanted to give a snack to",30334,16738
957,"Then, Lindsey and Jacob went to the station. Lindsey gave a drink to","Then, Lindsey and Jacob went to the station. Bradley gave a drink to","Then, Lindsey and Jacob went to the station. Jacob gave a drink to",12806,30334
615,"Then, Samantha and Nicholas were thinking about going to the hospital. Samantha wanted to give a drink to","Then, Samantha and Nicholas were thinking about going to the hospital. Lindsey wanted to give a drink to","Then, Samantha and Nicholas were thinking about going to the hospital. Nicholas wanted to give a drink to",20320,34778
945,"Then, Charles and Stephanie had a lot of fun at the station. Charles gave a drink to","Then, Charles and Stephanie had a lot of fun at the station. Kimberly gave a drink to","Then, Charles and Stephanie had a lot of fun at the station. Stephanie gave a drink to",26085,7516
169,"When Vanessa and Lindsey got a computer at the store, Vanessa decided to give it to","When Vanessa and Lindsey got a computer at the store, Samantha decided to give it to","When Vanessa and Lindsey got a computer at the store, Lindsey decided to give it to",30334,42100
546,"Then, Bradley and Joseph went to the hospital. Joseph gave a computer to","Then, Bradley and Joseph went to the hospital. Andrea gave a computer to","Then, Bradley and Joseph went to the hospital. Bradley gave a computer to",16182,7212
897,"After John and Travis went to the office, John gave a drink to","After John and Travis went to the office, James gave a drink to","After John and Travis went to the office, Travis gave a drink to",19804,1757
565,"When Thomas and Sean got a snack at the station, Thomas decided to give it to","When Thomas and Sean got a snack at the station, Benjamin decided to give it to","When Thomas and Sean got a snack at the station, Sean decided to give it to",11465,5658
870,"After Amanda and Justin went to the school, Justin gave a bone to","After Amanda and Justin went to the school, Amber gave a bone to","After Amanda and Justin went to the school, Amanda gave a bone to",23040,10799
57,"Then, Adam and Sara had a long argument, and afterwards Adam said to","Then, Adam and Sara had a long argument, and afterwards Laura said to","Then, Adam and Sara had a long argument, and afterwards Sara said to",24799,7244
896,"Then, Alexander and Tyler went to the office. Alexander gave a computer to","Then, Alexander and Tyler went to the office. Bradley gave a computer to","Then, Alexander and Tyler went to the office. Tyler gave a computer to",14886,10009
765,"Then, Elizabeth and Jason went to the restaurant. Jason gave a basketball to","Then, Elizabeth and Jason went to the restaurant. Brittany gave a basketball to","Then, Elizabeth and Jason went to the restaurant. Elizabeth gave a basketball to",10674,8982
494,"When Matthew and Brian got a drink at the office, Brian decided to give it to","When Matthew and Brian got a drink at the office, Shannon decided to give it to","When Matthew and Brian got a drink at the office, Matthew decided to give it to",9308,8403
795,"Then, Vanessa and Danielle went to the store. Danielle gave a drink to","Then, Vanessa and Danielle went to the store. Allison gave a drink to","Then, Vanessa and Danielle went to the store. Vanessa gave a drink to",42100,39808
107,"Then, Jason and Brian had a lot of fun at the office. Jason gave a bone to","Then, Jason and Brian had a lot of fun at the office. Lindsay gave a bone to","Then, Jason and Brian had a lot of fun at the office. Brian gave a bone to",8403,8982
96,"Then, Scott and Jennifer went to the hospital. Scott gave a necklace to","Then, Scott and Jennifer went to the hospital. Lindsey gave a necklace to","Then, Scott and Jennifer went to the hospital. Jennifer gave a necklace to",16348,4746
529,"After Timothy and Melissa went to the house, Melissa gave a necklace to","After Timothy and Melissa went to the house, Kelly gave a necklace to","After Timothy and Melissa went to the house, Timothy gave a necklace to",22283,24164
734,"After Katherine and Tiffany went to the station, Tiffany gave a basketball to","After Katherine and Tiffany went to the station, Bradley gave a basketball to","After Katherine and Tiffany went to the station, Katherine gave a basketball to",32719,40928
539,"After Shannon and Brian went to the school, Brian gave a computer to","After Shannon and Brian went to the school, Jeremy gave a computer to","After Shannon and Brian went to the school, Shannon gave a computer to",28108,8403
572,"When Ashley and Jamie got a kiss at the restaurant, Jamie decided to give it to","When Ashley and Jamie got a kiss at the restaurant, Alexander decided to give it to","When Ashley and Jamie got a kiss at the restaurant, Ashley decided to give it to",20899,17826
270,"Then, Jeffrey and Adam had a lot of fun at the restaurant. Jeffrey gave a basketball to","Then, Jeffrey and Adam had a lot of fun at the restaurant. Nicole gave a basketball to","Then, Jeffrey and Adam had a lot of fun at the restaurant. Adam gave a basketball to",7244,19627
160,"Then, Tiffany and Stephanie were working at the school. Tiffany decided to give a snack to","Then, Tiffany and Stephanie were working at the school. Samuel decided to give a snack to","Then, Tiffany and Stephanie were working at the school. Stephanie decided to give a snack to",26085,40928
64,"Then, Timothy and Joshua were working at the office. Joshua decided to give a computer to","Then, Timothy and Joshua were working at the office. Erica decided to give a computer to","Then, Timothy and Joshua were working at the office. Timothy decided to give a computer to",22283,20700
643,"Then, Jonathan and David were thinking about going to the school. Jonathan wanted to give a ring to","Then, Jonathan and David were thinking about going to the school. Nicholas wanted to give a ring to","Then, Jonathan and David were thinking about going to the school. David wanted to give a ring to",3271,11232
94,"Then, Bradley and Andrea were thinking about going to the house. Bradley wanted to give a drink to","Then, Bradley and Andrea were thinking about going to the house. Richard wanted to give a drink to","Then, Bradley and Andrea were thinking about going to the house. Andrea wanted to give a drink to",23174,16182
262,"After Amanda and Emily went to the office, Amanda gave a bone to","After Amanda and Emily went to the office, Lauren gave a bone to","After Amanda and Emily went to the office, Emily gave a bone to",17608,23040
874,"Then, Christina and David were working at the house. David decided to give a basketball to","Then, Christina and David were working at the house. Christine decided to give a basketball to","Then, Christina and David were working at the house. Christina decided to give a basketball to",33673,3271
323,"After Patrick and Katherine went to the restaurant, Katherine gave a necklace to","After Patrick and Katherine went to the restaurant, Tyler gave a necklace to","After Patrick and Katherine went to the restaurant, Patrick gave a necklace to",9925,32719
642,"When Jennifer and Jason got a basketball at the garden, Jennifer decided to give it to","When Jennifer and Jason got a basketball at the garden, Kyle decided to give it to","When Jennifer and Jason got a basketball at the garden, Jason decided to give it to",8982,16348
658,"Then, Jason and Christopher went to the school. Jason gave a necklace to","Then, Jason and Christopher went to the school. Benjamin gave a necklace to","Then, Jason and Christopher went to the school. Christopher gave a necklace to",12803,8982
768,"Then, Sean and Nicole were thinking about going to the house. Sean wanted to give a necklace to","Then, Sean and Nicole were thinking about going to the house. Katherine wanted to give a necklace to","Then, Sean and Nicole were thinking about going to the house. Nicole wanted to give a necklace to",25176,11465
556,"When Scott and Jeremy got a computer at the office, Scott decided to give it to","When Scott and Jeremy got a computer at the office, Heather decided to give it to","When Scott and Jeremy got a computer at the office, Jeremy decided to give it to",11753,4746
29,"When Jacob and Dustin got a snack at the station, Dustin decided to give it to","When Jacob and Dustin got a snack at the station, Brian decided to give it to","When Jacob and Dustin got a snack at the station, Jacob decided to give it to",12806,37616
44,"Then, Danielle and Jesse were working at the office. Danielle decided to give a drink to","Then, Danielle and Jesse were working at the office. Emily decided to give a drink to","Then, Danielle and Jesse were working at the office. Jesse decided to give a drink to",18033,39808
204,"Then, Crystal and Andrea had a lot of fun at the school. Andrea gave a computer to","Then, Crystal and Andrea had a lot of fun at the school. Robert gave a computer to","Then, Crystal and Andrea had a lot of fun at the school. Crystal gave a computer to",12969,23174
740,"Then, Melissa and Christine had a lot of fun at the house. Christine gave a computer to","Then, Melissa and Christine had a lot of fun at the house. William gave a computer to","Then, Melissa and Christine had a lot of fun at the house. Melissa gave a computer to",24164,26088
816,"Then, Benjamin and Emily went to the garden. Emily gave a ring to","Then, Benjamin and Emily went to the garden. Sean gave a ring to","Then, Benjamin and Emily went to the garden. Benjamin gave a ring to",14533,17608
717,"Then, Sean and Nathan were working at the station. Nathan decided to give a snack to","Then, Sean and Nathan were working at the station. Erin decided to give a snack to","Then, Sean and Nathan were working at the station. Sean decided to give a snack to",11465,18106
487,"After Christopher and Christina went to the restaurant, Christina gave a necklace to","After Christopher and Christina went to the restaurant, Kristen gave a necklace to","After Christopher and Christina went to the restaurant, Christopher gave a necklace to",12803,33673
803,"Then, Bradley and Sara had a long argument, and afterwards Bradley said to","Then, Bradley and Sara had a long argument, and afterwards Amber said to","Then, Bradley and Sara had a long argument, and afterwards Sara said to",24799,16182
26,"Then, Brittany and Amber had a long argument, and afterwards Amber said to","Then, Brittany and Amber had a long argument, and afterwards Nicole said to","Then, Brittany and Amber had a long argument, and afterwards Brittany said to",48773,21896
773,"Then, Aaron and Alicia had a long argument, and afterwards Aaron said to","Then, Aaron and Alicia had a long argument, and afterwards Lindsey said to","Then, Aaron and Alicia had a long argument, and afterwards Alicia said to",39607,12139
110,"Then, Crystal and Erica went to the hospital. Crystal gave a drink to","Then, Crystal and Erica went to the hospital. Vanessa gave a drink to","Then, Crystal and Erica went to the hospital. Erica gave a drink to",45187,12969
58,"Then, Jonathan and Megan were working at the station. Jonathan decided to give a basketball to","Then, Jonathan and Megan were working at the station. Stephen decided to give a basketball to","Then, Jonathan and Megan were working at the station. Megan decided to give a basketball to",27616,11232
55,"Then, Samantha and Eric were thinking about going to the station. Samantha wanted to give a kiss to","Then, Samantha and Eric were thinking about going to the station. Emily wanted to give a kiss to","Then, Samantha and Eric were thinking about going to the station. Eric wanted to give a kiss to",7651,34778
144,"When Megan and Rebecca got a snack at the office, Megan decided to give it to","When Megan and Rebecca got a snack at the office, Alicia decided to give it to","When Megan and Rebecca got a snack at the office, Rebecca decided to give it to",23489,27616
229,"Then, David and Benjamin were thinking about going to the school. Benjamin wanted to give a drink to","Then, David and Benjamin were thinking about going to the school. Brandon wanted to give a drink to","Then, David and Benjamin were thinking about going to the school. David wanted to give a drink to",3271,14533
678,"Then, Charles and Amy had a lot of fun at the garden. Charles gave a bone to","Then, Charles and Amy had a lot of fun at the garden. Bradley gave a bone to","Then, Charles and Amy had a lot of fun at the garden. Amy gave a bone to",14235,7516
379,"Then, Lauren and Charles had a long argument, and afterwards Lauren said to","Then, Lauren and Charles had a long argument, and afterwards Patrick said to","Then, Lauren and Charles had a long argument, and afterwards Charles said to",7516,25672
435,"Then, Vanessa and Michael went to the restaurant. Michael gave a necklace to","Then, Vanessa and Michael went to the restaurant. Benjamin gave a necklace to","Then, Vanessa and Michael went to the restaurant. Vanessa gave a necklace to",42100,3899
54,"After Katherine and Kevin went to the garden, Kevin gave a drink to","After Katherine and Kevin went to the garden, Nicole gave a drink to","After Katherine and Kevin went to the garden, Katherine gave a drink to",32719,7939
196,"When David and Crystal got a snack at the restaurant, Crystal decided to give it to","When David and Crystal got a snack at the restaurant, Mary decided to give it to","When David and Crystal got a snack at the restaurant, David decided to give it to",3271,12969
248,"After Aaron and Erin went to the store, Erin gave a basketball to","After Aaron and Erin went to the store, David gave a basketball to","After Aaron and Erin went to the store, Aaron gave a basketball to",12139,28894
176,"Then, Jesse and Andrea went to the office. Jesse gave a bone to","Then, Jesse and Andrea went to the office. Thomas gave a bone to","Then, Jesse and Andrea went to the office. Andrea gave a bone to",23174,18033
41,"Then, James and Paul had a long argument, and afterwards Paul said to","Then, James and Paul had a long argument, and afterwards Jesse said to","Then, James and Paul had a long argument, and afterwards James said to",3700,3362
592,"After Kimberly and Anthony went to the station, Anthony gave a snack to","After Kimberly and Anthony went to the station, Stephen gave a snack to","After Kimberly and Anthony went to the station, Kimberly gave a snack to",48685,9953
192,"Then, Lindsey and Kelly went to the station. Lindsey gave a necklace to","Then, Lindsey and Kelly went to the station. Angela gave a necklace to","Then, Lindsey and Kelly went to the station. Kelly gave a necklace to",9077,30334
37,"When Rebecca and Sarah got a bone at the house, Rebecca decided to give it to","When Rebecca and Sarah got a bone at the house, Benjamin decided to give it to","When Rebecca and Sarah got a bone at the house, Sarah decided to give it to",10490,23489
275,"After Nicholas and Eric went to the store, Nicholas gave a computer to","After Nicholas and Eric went to the store, Jacob gave a computer to","After Nicholas and Eric went to the store, Eric gave a computer to",7651,20320
618,"After Amanda and Angela went to the house, Amanda gave a snack to","After Amanda and Angela went to the house, Sean gave a snack to","After Amanda and Angela went to the house, Angela gave a snack to",17799,23040
558,"Then, Katie and Matthew had a long argument, and afterwards Matthew said to","Then, Katie and Matthew had a long argument, and afterwards Andrea said to","Then, Katie and Matthew had a long argument, and afterwards Katie said to",24721,9308
524,"When Jose and Bradley got a snack at the school, Jose decided to give it to","When Jose and Bradley got a snack at the school, Michael decided to give it to","When Jose and Bradley got a snack at the school, Bradley decided to give it to",16182,5264
636,"Then, Jesse and Nicole were working at the store. Jesse decided to give a basketball to","Then, Jesse and Nicole were working at the store. Erica decided to give a basketball to","Then, Jesse and Nicole were working at the store. Nicole decided to give a basketball to",25176,18033
970,"When Lindsay and Jonathan got a computer at the hospital, Jonathan decided to give it to","When Lindsay and Jonathan got a computer at the hospital, Michael decided to give it to","When Lindsay and Jonathan got a computer at the hospital, Lindsay decided to give it to",33127,11232
999,"Then, Lisa and Steven had a lot of fun at the restaurant. Lisa gave a necklace to","Then, Lisa and Steven had a lot of fun at the restaurant. Lauren gave a necklace to","Then, Lisa and Steven had a lot of fun at the restaurant. Steven gave a necklace to",8239,15378
913,"Then, Nicole and Mark had a long argument, and afterwards Nicole said to","Then, Nicole and Mark had a long argument, and afterwards Angela said to","Then, Nicole and Mark had a long argument, and afterwards Mark said to",2940,25176
944,"After Jason and Amanda went to the school, Amanda gave a ring to","After Jason and Amanda went to the school, Kenneth gave a ring to","After Jason and Amanda went to the school, Jason gave a ring to",8982,23040
547,"Then, Travis and Andrew had a long argument, and afterwards Travis said to","Then, Travis and Andrew had a long argument, and afterwards Jason said to","Then, Travis and Andrew had a long argument, and afterwards Andrew said to",6858,19804
675,"Then, James and Tyler were thinking about going to the store. James wanted to give a necklace to","Then, James and Tyler were thinking about going to the store. Heather wanted to give a necklace to","Then, James and Tyler were thinking about going to the store. Tyler wanted to give a necklace to",14886,3700
303,"Then, Kristen and Laura were thinking about going to the office. Kristen wanted to give a computer to","Then, Kristen and Laura were thinking about going to the office. Ashley wanted to give a computer to","Then, Kristen and Laura were thinking about going to the office. Laura wanted to give a computer to",16753,44467
609,"Then, Samantha and Stephen were working at the office. Samantha decided to give a computer to","Then, Samantha and Stephen were working at the office. Travis decided to give a computer to","Then, Samantha and Stephen were working at the office. Stephen decided to give a computer to",7970,34778
415,"Then, Eric and Amy had a long argument, and afterwards Eric said to","Then, Eric and Amy had a long argument, and afterwards Elizabeth said to","Then, Eric and Amy had a long argument, and afterwards Amy said to",14235,7651
73,"Then, Heather and Dustin went to the hospital. Heather gave a computer to","Then, Heather and Dustin went to the hospital. Alexander gave a computer to","Then, Heather and Dustin went to the hospital. Dustin gave a computer to",37616,24253
164,"Then, Jeremy and Anthony had a lot of fun at the school. Anthony gave a bone to","Then, Jeremy and Anthony had a lot of fun at the school. Andrea gave a bone to","Then, Jeremy and Anthony had a lot of fun at the school. Jeremy gave a bone to",11753,9953
811,"When Jamie and Timothy got a drink at the garden, Timothy decided to give it to","When Jamie and Timothy got a drink at the garden, Erin decided to give it to","When Jamie and Timothy got a drink at the garden, Jamie decided to give it to",17826,22283
651,"Then, Katherine and Ashley were thinking about going to the station. Katherine wanted to give a snack to","Then, Katherine and Ashley were thinking about going to the station. Adam wanted to give a snack to","Then, Katherine and Ashley were thinking about going to the station. Ashley wanted to give a snack to",20899,32719
979,"When Amanda and Alicia got a drink at the station, Alicia decided to give it to","When Amanda and Alicia got a drink at the station, Jennifer decided to give it to","When Amanda and Alicia got a drink at the station, Amanda decided to give it to",23040,39607
986,"Then, Crystal and Sara were thinking about going to the school. Crystal wanted to give a drink to","Then, Crystal and Sara were thinking about going to the school. Nicholas wanted to give a drink to","Then, Crystal and Sara were thinking about going to the school. Sara wanted to give a drink to",24799,12969
940,"Then, John and Samantha had a long argument, and afterwards John said to","Then, John and Samantha had a long argument, and afterwards Ashley said to","Then, John and Samantha had a long argument, and afterwards Samantha said to",34778,1757
260,"Then, Rachel and Ashley were working at the house. Rachel decided to give a necklace to","Then, Rachel and Ashley were working at the house. Megan decided to give a necklace to","Then, Rachel and Ashley were working at the house. Ashley decided to give a necklace to",20899,15984
554,"Then, Allison and Andrea went to the store. Allison gave a basketball to","Then, Allison and Andrea went to the store. Jessica gave a basketball to","Then, Allison and Andrea went to the store. Andrea gave a basketball to",23174,33461
847,"Then, Samuel and Kevin were thinking about going to the garden. Samuel wanted to give a kiss to","Then, Samuel and Kevin were thinking about going to the garden. Scott wanted to give a kiss to","Then, Samuel and Kevin were thinking about going to the garden. Kevin wanted to give a kiss to",7939,17100
904,"When Michelle and William got a computer at the store, Michelle decided to give it to","When Michelle and William got a computer at the store, Laura decided to give it to","When Michelle and William got a computer at the store, William decided to give it to",3977,16738
878,"When Cody and Lindsey got a snack at the school, Lindsey decided to give it to","When Cody and Lindsey got a snack at the school, Ryan decided to give it to","When Cody and Lindsey got a snack at the school, Cody decided to give it to",27035,30334
682,"Then, Nicholas and Erin were working at the hospital. Erin decided to give a drink to","Then, Nicholas and Erin were working at the hospital. Allison decided to give a drink to","Then, Nicholas and Erin were working at the hospital. Nicholas decided to give a drink to",20320,28894
69,"After Daniel and Andrea went to the store, Andrea gave a necklace to","After Daniel and Andrea went to the store, Jamie gave a necklace to","After Daniel and Andrea went to the store, Daniel gave a necklace to",7806,23174
607,"Then, Dustin and Tiffany went to the station. Tiffany gave a bone to","Then, Dustin and Tiffany went to the station. Stephen gave a bone to","Then, Dustin and Tiffany went to the station. Dustin gave a bone to",37616,40928
906,"When Justin and Joseph got a drink at the office, Justin decided to give it to","When Justin and Joseph got a drink at the office, Adam decided to give it to","When Justin and Joseph got a drink at the office, Joseph decided to give it to",7212,10799
167,"After Brandon and Laura went to the garden, Brandon gave a ring to","After Brandon and Laura went to the garden, Erica gave a ring to","After Brandon and Laura went to the garden, Laura gave a ring to",16753,14328
542,"Then, Alexander and Richard had a lot of fun at the school. Richard gave a computer to","Then, Alexander and Richard had a lot of fun at the school. Dustin gave a computer to","Then, Alexander and Richard had a lot of fun at the school. Alexander gave a computer to",10009,6219
845,"Then, Nicholas and Daniel were thinking about going to the store. Daniel wanted to give a kiss to","Then, Nicholas and Daniel were thinking about going to the store. Michael wanted to give a kiss to","Then, Nicholas and Daniel were thinking about going to the store. Nicholas wanted to give a kiss to",20320,7806
181,"Then, Brian and Thomas were thinking about going to the station. Brian wanted to give a ring to","Then, Brian and Thomas were thinking about going to the station. Bryan wanted to give a ring to","Then, Brian and Thomas were thinking about going to the station. Thomas wanted to give a ring to",5658,8403
791,"Then, Alexander and Katherine went to the house. Katherine gave a ring to","Then, Alexander and Katherine went to the house. Richard gave a ring to","Then, Alexander and Katherine went to the house. Alexander gave a ring to",10009,32719
59,"Then, Brittany and Kristen went to the office. Kristen gave a drink to","Then, Brittany and Kristen went to the office. Steven gave a drink to","Then, Brittany and Kristen went to the office. Brittany gave a drink to",48773,44467
690,"Then, Kimberly and Kevin went to the school. Kevin gave a ring to","Then, Kimberly and Kevin went to the school. Shannon gave a ring to","Then, Kimberly and Kevin went to the school. Kimberly gave a ring to",48685,7939
6,"Then, Daniel and Jonathan had a long argument, and afterwards Daniel said to","Then, Daniel and Jonathan had a long argument, and afterwards Stephen said to","Then, Daniel and Jonathan had a long argument, and afterwards Jonathan said to",11232,7806
590,"Then, Christina and Eric went to the store. Eric gave a necklace to","Then, Christina and Eric went to the store. Kelly gave a necklace to","Then, Christina and Eric went to the store. Christina gave a necklace to",33673,7651
430,"After Tyler and Danielle went to the station, Tyler gave a kiss to","After Tyler and Danielle went to the station, Angela gave a kiss to","After Tyler and Danielle went to the station, Danielle gave a kiss to",39808,14886
687,"Then, Allison and Jonathan went to the house. Allison gave a bone to","Then, Allison and Jonathan went to the house. Lindsey gave a bone to","Then, Allison and Jonathan went to the house. Jonathan gave a bone to",11232,33461
20,"Then, Thomas and Bryan were thinking about going to the hospital. Bryan wanted to give a computer to","Then, Thomas and Bryan were thinking about going to the hospital. Anthony wanted to give a computer to","Then, Thomas and Bryan were thinking about going to the hospital. Thomas wanted to give a computer to",5658,17857
